account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn_flag
57,1,0,0,115.0,65,122.3,96,245.0,75,6.4,1,0,1
184,0,0,0,151.7,93,178.5,77,229.1,111,13.1,8,2,0
127,0,0,0,218.6,93,149.9,130,204.6,131,9.2,5,2,0
174,0,0,0,190.3,98,252.7,70,220.6,97,7.2,9,2,0
92,0,0,0,184.7,60,262.0,73,239.5,120,12.3,6,2,1
81,0,0,0,115.3,99,224.7,117,152.5,98,18.0,2,1,0
125,0,0,0,113.0,108,169.2,107,156.6,61,9.2,5,2,1
119,0,0,0,294.2,100,232.5,53,195.0,64,9.0,1,0,1
122,0,0,0,215.6,86,167.8,59,207.0,67,6.4,8,3,0
34,0,0,0,128.8,80,208.7,93,202.1,103,14.0,7,1,0
138,1,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3,1
90,0,1,24,71.2,82,181.6,103,186.9,111,12.9,1,1,0
73,0,0,0,94.9,121,253.2,83,175.1,86,14.2,2,2,0
19,0,0,0,259.4,116,269.7,109,175.3,130,9.5,3,1,1
120,0,1,28,215.8,123,285.2,76,192.1,78,6.9,3,1,0
160,0,0,0,97.5,113,268.1,69,255.3,62,13.2,4,3,0
141,0,0,0,146.5,121,169.9,125,238.8,112,8.2,5,0,0
90,0,0,0,157.9,72,234.0,93,210.0,86,12.2,5,2,0
72,0,0,0,139.9,117,223.6,96,240.8,93,12.7,4,2,0
117,0,1,21,153.2,112,263.3,110,135.0,85,11.9,7,1,0
87,0,0,0,185.8,119,192.3,83,200.0,96,6.6,4,1,0
190,0,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2,0
120,0,0,0,185.7,133,235.1,149,256.4,78,16.9,6,0,0
115,0,1,29,222.6,81,190.3,109,201.2,87,11.5,2,1,0
61,0,0,0,197.3,67,264.5,106,210.5,116,9.0,6,1,0
143,0,1,33,141.4,130,186.4,114,210.0,111,7.7,6,1,0
110,0,0,0,208.0,69,95.1,94,178.5,129,8.0,11,1,0
104,0,0,0,118.5,92,177.8,109,255.7,98,12.1,4,1,0
16,0,0,0,153.2,65,229.7,90,148.2,94,10.7,8,1,0
183,0,0,0,108.3,87,183.6,116,176.6,109,13.5,2,0,0
58,0,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2,1
102,1,0,0,224.2,81,243.3,90,147.8,66,12.0,8,3,0
64,0,1,43,118.4,100,144.1,108,158.1,91,8.5,6,1,0
103,0,0,0,190.9,62,226.6,53,230.1,96,7.8,3,2,0
152,0,0,0,317.8,60,152.9,100,123.4,63,10.4,7,1,1
124,0,0,0,312.0,112,180.0,109,168.6,94,12.8,4,1,1
131,0,0,0,131.6,95,179.3,109,251.2,129,15.5,3,1,1
57,0,1,33,193.4,105,231.6,79,226.2,90,11.1,11,2,0
157,0,0,0,185.1,92,213.0,85,196.1,85,8.5,5,2,0
194,0,0,0,193.3,106,169.0,150,225.2,122,11.8,4,0,0
66,0,0,0,146.4,107,196.5,99,230.1,106,7.8,2,1,0
155,0,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0
116,0,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2,0
64,0,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3,0
96,0,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3,0
53,0,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1,0
105,0,0,0,212.0,113,226.6,128,193.6,114,8.9,7,3,0
53,0,1,37,167.3,99,194.7,99,236.7,112,12.0,9,2,0
101,0,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0
129,0,1,30,177.3,95,211.8,102,240.2,108,9.3,7,3,0
122,0,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1
163,0,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0
93,0,0,0,149.6,120,200.7,85,181.2,107,14.3,9,0,0
115,1,0,0,345.3,81,203.4,106,217.5,107,11.8,8,1,1
25,0,0,0,264.9,80,281.2,66,166.1,80,8.4,4,1,1
73,0,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1,0
120,0,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2,0
196,0,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0
97,0,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0,1
148,0,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1,0
85,0,1,30,173.1,107,247.2,101,158.7,104,11.5,5,1,0
86,1,0,0,162.4,131,167.0,102,128.9,118,11.4,2,2,1
147,0,1,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0
91,0,0,0,189.3,100,239.3,107,89.7,89,9.9,3,3,0
81,0,1,46,168.3,124,270.9,103,222.5,98,6.7,2,4,0
116,0,1,24,232.9,90,152.1,94,344.3,82,10.7,6,1,0
69,0,1,37,155.0,98,142.4,105,143.7,117,5.9,4,1,0
135,0,0,0,154.4,130,203.8,90,158.7,59,11.8,3,0,0
73,0,0,0,234.7,102,195.7,110,253.4,71,8.4,8,2,0
125,1,0,0,298.4,78,270.5,142,107.3,84,12.2,2,0,1
165,0,1,33,111.6,140,213.3,111,267.6,115,16.0,3,0,0
64,0,0,0,174.5,98,180.2,103,179.0,89,10.7,2,2,0
116,1,1,27,175.5,137,210.6,60,294.8,121,6.9,5,1,0
84,0,1,35,207.5,138,201.0,116,164.5,107,7.5,16,4,0
134,0,0,0,258.8,85,129.5,114,193.6,106,10.9,7,2,0
105,0,0,0,226.9,106,182.2,77,203.9,107,11.6,2,0,1
88,0,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2,0
90,0,1,27,156.7,51,236.5,118,123.2,111,12.6,6,2,0
86,0,0,0,150.8,85,295.9,88,247.2,104,12.5,1,1,0
37,0,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4,0
148,0,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2,0
63,0,0,0,180.5,126,230.0,98,232.5,73,10.6,3,0,0
102,0,0,0,123.1,106,182.0,102,244.6,75,12.6,7,2,0
76,0,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1,0
104,0,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2,0
109,0,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0
105,0,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0
63,0,1,33,184.2,111,312.6,89,264.0,55,12.2,4,1,0
105,0,1,24,274.7,99,193.5,118,299.6,109,10.8,3,3,0
68,1,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1,0
63,1,1,21,151.5,99,147.8,89,210.4,114,10.0,4,1,0
74,0,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3,0
101,0,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5,0
116,0,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0,1
131,0,1,23,170.8,145,236.7,93,294.5,100,12.7,1,1,0
84,0,0,0,216.1,114,197.5,107,217.8,104,9.8,3,1,0
104,0,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2,0
108,0,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3,0
111,0,0,0,181.8,117,158.1,91,266.2,123,9.7,9,0,0
155,0,1,30,61.6,103,255.1,110,225.9,96,12.4,5,1,0
66,0,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1,0
64,0,0,0,219.2,73,167.0,65,161.4,119,10.0,5,1,0
116,0,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0
101,0,0,0,257.3,84,184.8,115,108.9,109,13.5,7,0,0
15,0,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2,0
88,0,0,0,301.5,136,257.7,72,132.9,118,13.4,2,4,1
197,0,0,0,233.9,96,218.9,111,182.9,109,9.5,3,0,0
50,1,0,0,99.6,108,308.7,102,161.2,62,13.7,6,2,1
172,0,0,0,169.8,123,183.1,94,395.0,72,12.7,7,2,0
188,1,1,26,198.8,115,166.6,67,198.5,118,14.4,3,1,1
85,1,0,0,116.2,86,229.7,127,204.2,109,10.1,3,3,0
103,1,0,0,255.9,128,140.9,92,308.9,130,12.1,2,1,1
136,0,1,27,187.7,84,221.0,147,145.7,110,10.0,4,3,0
155,0,1,21,195.9,91,213.9,84,88.2,111,8.6,4,0,0
145,0,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2,0
116,0,1,12,221.0,108,151.0,118,179.0,80,9.0,6,2,0
152,0,0,0,140.5,92,186.8,96,227.0,89,9.5,5,2,0
65,1,0,0,277.9,123,155.8,112,256.9,71,9.2,10,0,1
67,0,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0,0
60,0,0,0,207.8,109,123.5,112,291.6,115,5.7,9,0,0
138,0,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0,0
44,0,0,0,308.6,139,150.8,94,198.7,66,7.3,3,4,1
25,0,0,0,242.6,69,209.0,117,219.7,82,14.4,6,2,0
145,0,0,0,229.6,82,138.1,103,250.8,109,3.3,3,1,0
122,0,1,28,166.0,62,233.9,88,170.1,84,7.7,3,2,0
121,0,0,0,144.8,126,200.6,82,208.8,81,13.3,9,0,1
55,1,0,0,106.1,77,123.5,100,96.4,92,12.9,3,0,0
77,0,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1,0
12,0,0,0,204.6,98,212.5,90,182.1,95,9.8,7,2,0
92,0,1,44,152.0,95,274.9,73,162.4,121,10.0,1,2,0
125,1,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1,1
79,0,0,0,177.9,83,167.3,84,223.7,142,15.2,8,0,0
36,0,0,0,235.1,97,196.8,104,259.7,110,7.0,7,3,0
102,0,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0
138,1,0,0,268.4,81,174.4,115,193.5,96,11.6,4,1,0
164,0,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0
125,0,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,1
72,0,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2,0
145,0,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1,0
136,0,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0,0
209,0,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3,1
66,1,0,0,208.7,84,173.3,88,264.7,107,8.3,3,3,0
152,0,1,20,214.6,108,96.6,82,170.7,145,7.9,5,1,0
162,0,0,0,49.2,121,143.9,136,203.0,97,12.1,13,1,0
72,0,0,0,141.3,133,134.9,96,227.5,97,11.2,3,2,0
101,0,0,0,253.2,89,237.9,114,154.3,85,9.7,7,4,0
125,0,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0,0
193,0,1,31,71.2,58,124.7,105,155.5,108,11.7,3,0,0
63,0,0,0,261.8,69,245.0,135,202.1,94,14.7,4,0,1
124,0,0,0,191.3,134,261.5,113,182.3,111,10.0,3,1,0
144,0,0,0,133.3,101,255.5,127,228.6,68,11.6,2,0,0
116,0,1,24,183.6,138,203.8,90,166.9,89,6.0,3,2,0
189,0,1,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0
97,0,1,28,283.1,93,185.4,98,312.8,78,6.1,8,1,0
137,0,1,50,186.5,94,178.0,106,215.6,100,12.1,4,2,0
142,0,1,38,163.3,104,136.0,114,249.1,127,4.3,6,0,0
84,0,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0
119,0,1,19,178.1,110,212.8,100,226.3,123,10.0,6,1,0
158,0,0,0,195.9,103,89.1,95,302.2,82,10.3,3,1,0
101,0,1,24,114.1,95,161.5,86,176.3,90,13.0,9,2,0
182,0,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,1
51,0,0,0,169.3,111,139.5,69,197.0,87,12.0,3,0,0
117,0,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2,0
92,1,0,0,255.8,125,142.7,111,181.2,101,11.7,3,0,0
86,0,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2,0
122,0,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2,0
127,0,0,0,245.2,91,217.2,92,243.1,128,13.9,6,0,1
158,0,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2,0
145,1,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1,0
127,0,1,27,2.6,113,254.0,102,242.7,156,9.2,5,3,0
109,0,0,0,184.1,143,211.7,105,243.0,116,9.9,2,1,0
88,0,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1,0
171,0,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0
21,0,0,0,223.2,142,216.5,114,214.7,111,12.4,2,1,0
145,0,1,31,216.0,94,225.1,123,234.7,109,10.7,1,2,0
90,0,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2,0
33,0,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1,0
61,0,1,40,105.0,78,180.6,100,174.1,115,10.2,2,2,1
107,0,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3,0
147,0,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0,1
186,0,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0
128,0,0,0,179.4,94,270.4,92,191.0,88,7.9,4,0,0
55,0,1,39,139.3,101,178.3,117,246.5,104,8.1,1,3,0
134,0,0,0,7.8,86,171.4,100,186.5,80,12.9,2,2,0
96,0,1,23,183.1,88,147.4,89,350.2,108,11.3,7,1,0
123,0,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2,0
35,0,0,0,179.2,59,283.3,101,285.4,83,5.8,7,2,0
74,0,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0,0
130,0,0,0,115.6,129,167.8,104,141.8,124,12.6,9,1,0
137,1,0,0,237.3,103,176.7,84,263.4,81,14.2,4,0,1
80,0,0,0,51.5,90,164.0,98,169.4,80,9.5,4,3,0
116,0,1,19,155.7,104,185.4,118,192.7,116,8.2,2,3,0
123,0,1,23,245.0,88,265.0,105,239.7,108,14.9,3,2,0
146,1,0,0,111.1,126,313.4,95,215.7,82,10.5,6,1,0
121,0,1,44,116.0,85,150.1,120,246.8,98,12.0,2,1,0
137,0,0,0,155.5,81,133.1,94,253.1,77,9.1,2,1,0
67,0,1,31,175.2,68,199.2,73,219.8,99,13.2,6,1,0
161,0,0,0,154.7,84,177.8,125,172.9,90,5.9,2,4,1
134,0,1,34,247.2,105,225.5,133,186.3,76,6.1,5,2,1
120,0,1,24,227.5,81,234.9,71,166.4,128,9.0,13,1,0
130,0,1,30,185.0,117,249.5,141,157.8,103,7.4,7,0,0
68,0,0,0,158.8,119,211.8,105,198.1,101,10.3,3,1,0
77,0,0,0,185.9,95,212.0,98,282.3,81,11.3,4,3,0
109,0,0,0,222.5,74,169.7,75,264.3,94,9.0,3,2,0
108,0,0,0,201.1,101,170.7,86,237.4,113,11.6,3,3,0
79,0,1,17,167.9,114,243.7,93,211.9,114,9.1,2,1,0
119,0,0,0,239.1,88,243.5,79,230.9,92,10.9,3,3,1
38,0,0,0,175.7,109,211.8,97,137.9,109,9.2,3,5,1
109,0,1,29,111.2,90,263.5,98,224.7,128,9.0,6,6,1
78,0,0,0,87.7,74,214.8,58,201.3,147,10.8,6,1,0
134,0,0,0,244.1,99,246.9,111,200.0,133,7.2,2,0,0
47,0,1,27,165.0,89,127.3,118,284.4,95,7.7,4,2,0
59,0,1,27,127.4,110,103.3,99,164.2,73,9.1,3,0,0
151,0,0,0,194.8,106,292.7,103,224.6,82,5.5,3,0,0
129,0,0,0,54.7,131,256.1,105,176.6,135,11.1,4,1,0
76,0,0,0,90.5,142,211.7,75,194.9,76,9.3,2,1,0
24,0,0,0,235.6,132,115.9,129,185.4,136,16.2,2,0,0
169,0,0,0,142.5,82,231.4,110,131.2,67,10.0,4,2,0
30,0,0,0,54.0,68,179.3,96,247.2,101,10.2,8,1,0
70,0,0,0,214.8,87,131.0,114,216.9,104,9.4,3,3,0
52,1,0,0,251.4,118,196.6,80,192.0,53,11.0,2,0,1
3,0,0,0,139.0,99,250.7,108,286.2,87,6.1,3,4,0
38,0,0,0,117.3,114,208.7,105,203.4,98,14.4,2,2,0
104,0,0,0,264.0,108,132.2,75,177.7,91,10.6,8,3,0
27,0,0,0,82.6,105,204.0,99,224.2,122,9.1,4,1,0
166,1,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1,0
13,0,0,0,220.4,100,211.2,79,259.3,112,13.6,8,2,0
52,0,0,0,217.0,104,152.3,83,134.3,109,11.8,4,2,0
114,0,1,25,129.0,77,290.0,110,177.1,110,11.6,5,1,0
156,0,0,0,150.5,106,152.9,112,215.9,86,3.5,3,1,0
62,0,0,0,189.5,122,103.8,95,180.6,106,10.8,5,2,0
82,0,1,33,137.8,95,235.5,128,268.1,70,11.0,6,2,0
52,0,0,0,129.3,80,142.7,101,258.3,89,12.3,4,3,0
146,0,0,0,115.6,77,213.6,100,218.4,72,10.7,6,1,0
120,0,1,23,221.9,114,254.7,84,250.5,117,7.2,5,2,0
130,0,0,0,263.7,113,186.5,103,195.3,99,18.3,6,1,1
90,0,0,0,61.3,91,194.4,94,143.1,80,11.4,9,1,0
147,1,0,0,183.8,113,164.7,110,111.0,87,10.1,4,1,0
159,0,0,0,167.4,68,143.8,74,140.1,111,10.3,3,0,1
74,0,1,27,154.1,122,195.3,150,276.7,86,13.2,2,4,0
130,0,0,0,252.0,101,170.2,105,209.2,64,5.7,5,0,0
155,1,0,0,163.1,94,291.7,108,96.4,111,11.2,3,0,0
87,0,0,0,198.3,80,187.0,89,133.5,96,16.6,4,2,0
81,0,0,0,324.7,48,236.4,82,187.6,78,13.1,5,0,1
99,0,0,0,128.3,78,215.3,120,143.7,140,14.3,9,2,0
131,0,0,0,187.9,110,200.5,101,202.6,125,10.2,11,2,0
89,0,0,0,129.2,71,214.1,68,214.9,100,10.3,4,5,1
123,1,0,0,125.5,106,128.9,96,251.9,129,6.3,6,4,1
130,0,1,26,257.2,108,224.3,122,204.0,118,12.6,4,1,0
99,0,0,0,124.6,90,146.4,70,169.4,95,10.5,6,1,0
36,0,0,0,175.1,144,216.9,69,243.7,146,9.9,3,1,0
87,0,0,0,124.3,91,173.4,105,256.3,109,7.5,5,3,0
139,0,0,0,271.6,130,156.0,131,136.3,108,11.6,9,2,0
96,0,1,33,183.3,115,201.4,87,177.4,84,10.4,15,3,0
112,0,0,0,101.1,119,214.4,67,179.5,112,10.3,5,2,0
75,0,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1,0
178,0,1,35,175.4,88,190.0,65,138.7,94,10.5,3,2,0
112,0,0,0,266.0,97,214.6,94,306.2,100,14.2,2,2,1
108,0,1,41,171.6,110,136.1,78,183.4,103,10.8,7,0,0
100,0,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0,0
121,0,1,20,211.9,110,215.1,120,238.5,107,9.4,2,0,0
116,0,0,0,63.7,101,195.8,95,210.1,87,10.0,6,1,0
161,0,0,0,173.4,100,213.7,74,141.5,69,11.5,4,1,0
104,0,0,0,225.9,123,162.8,106,272.1,85,10.1,4,1,0
119,1,1,32,173.0,101,209.4,93,231.1,91,12.2,4,0,0
125,0,0,0,224.9,102,143.8,87,198.9,105,8.0,2,0,0
109,0,0,0,137.0,128,217.0,116,182.1,86,10.0,5,2,0
95,0,0,0,142.5,109,176.1,107,189.6,88,8.2,3,2,0
90,0,0,0,142.4,126,126.2,118,274.2,71,4.6,4,1,0
105,0,1,21,147.0,112,197.3,43,267.4,93,8.7,3,2,0
95,0,0,0,149.2,96,260.7,116,201.0,120,8.1,2,1,0
160,0,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1,0
141,0,1,28,308.0,123,247.8,128,152.9,103,7.4,3,1,0
87,0,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0,0
81,0,0,0,173.2,80,236.2,94,240.2,84,11.8,6,2,0
75,0,1,19,210.3,90,241.8,87,215.7,102,13.1,3,4,0
126,0,1,24,58.9,125,305.5,90,158.9,73,12.1,6,0,0
28,0,0,0,236.8,102,167.1,87,280.2,115,9.7,3,3,0
153,0,0,0,228.9,102,160.7,136,203.1,109,12.5,2,0,0
17,1,0,0,162.8,118,229.6,91,332.7,94,13.6,3,0,1
121,0,0,0,86.1,100,259.8,113,148.0,79,9.1,9,2,0
125,0,0,0,212.3,89,215.4,127,186.8,73,11.3,2,2,0
124,0,0,0,151.0,98,120.6,119,152.8,81,9.2,2,2,0
35,0,0,0,158.6,67,130.4,96,229.8,80,6.9,5,2,0
134,0,0,0,296.0,93,226.4,117,246.8,98,12.3,10,0,1
123,0,1,32,212.3,77,251.5,78,208.7,85,6.6,2,3,0
124,0,0,0,234.4,61,179.3,111,285.5,117,10.4,6,3,0
133,0,0,0,176.8,92,187.5,97,196.8,88,6.5,3,2,0
185,0,1,19,157.3,123,257.7,94,190.4,107,9.6,6,0,0
107,0,0,0,260.5,108,102.4,110,129.7,148,9.8,5,1,0
178,1,0,0,124.5,134,141.2,78,268.2,113,11.4,2,2,1
123,0,0,0,209.4,49,237.4,117,239.2,98,9.8,11,1,0
170,0,0,0,285.7,44,167.5,144,260.0,97,8.7,4,1,1
135,0,0,0,190.9,44,161.4,109,231.9,100,8.4,2,1,0
134,0,1,50,208.8,130,132.9,104,136.7,107,11.1,4,2,0
148,0,1,36,77.6,141,207.0,60,255.7,115,10.9,2,1,0
93,0,0,0,271.1,101,237.4,133,145.4,103,8.4,6,1,1
138,0,0,0,240.8,104,144.5,92,125.7,98,11.6,1,0,0
159,0,0,0,114.8,98,192.6,101,259.0,108,12.2,5,0,0
103,0,1,34,138.8,80,142.0,108,183.8,77,11.8,7,1,0
150,0,1,27,209.8,112,155.0,80,251.5,111,7.2,6,0,0
37,0,0,0,134.9,98,248.4,130,236.2,113,14.7,2,3,0
33,1,0,0,164.0,99,153.1,102,123.8,104,6.4,4,0,0
55,0,0,0,245.5,130,192.7,54,141.7,83,9.1,4,1,0
134,0,1,32,80.3,94,199.9,124,170.8,117,16.6,3,0,0
107,0,0,0,90.7,90,207.5,109,169.4,96,5.6,5,2,0
80,0,1,36,190.3,115,256.6,78,214.9,145,3.8,4,1,0
78,0,0,0,108.6,108,209.9,126,222.6,117,7.9,5,1,1
61,0,1,15,252.4,106,187.8,69,259.6,137,10.0,3,2,0
97,0,1,32,183.4,94,269.1,120,203.5,38,6.7,4,5,0
136,1,0,0,183.4,103,141.9,113,200.4,122,10.4,9,2,0
135,0,0,0,155.2,100,135.9,84,184.6,82,3.8,9,3,0
87,0,1,19,165.8,122,186.9,89,249.7,78,0.0,0,1,0
165,0,0,0,209.4,67,273.8,89,150.2,88,12.8,1,0,0
148,0,0,0,279.3,104,201.6,87,280.8,99,7.9,2,2,1
127,1,0,0,256.5,87,222.1,101,156.7,122,13.0,3,1,0
151,0,0,0,170.2,89,187.5,83,119.5,100,4.3,3,0,0
185,0,0,0,139.6,92,250.2,115,158.1,79,10.8,4,1,0
65,0,1,34,208.8,119,142.1,106,214.6,87,12.5,4,4,0
58,0,0,0,210.1,126,248.9,108,158.6,88,14.4,2,4,0
44,0,0,0,202.6,89,163.0,96,268.1,151,8.3,3,0,0
58,0,0,0,174.4,112,265.8,122,182.4,87,0.0,0,4,0
108,0,0,0,210.6,117,164.2,103,201.4,68,9.4,5,0,0
132,0,0,0,121.5,88,253.0,124,195.7,120,10.7,4,1,0
80,0,0,0,127.8,67,181.6,112,197.3,63,15.9,2,2,0
162,0,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2,0
110,0,0,0,99.4,62,275.0,86,212.1,94,16.7,3,2,0
96,0,0,0,276.9,105,246.9,94,254.4,107,10.3,3,1,1
72,0,0,0,287.4,116,235.3,126,292.1,114,5.0,3,4,1
125,0,1,23,120.5,104,227.8,115,158.5,100,10.2,3,1,0
170,0,0,0,184.1,106,204.9,70,224.3,133,9.8,3,2,0
71,0,0,0,185.0,84,232.5,129,191.1,82,14.9,4,3,0
124,0,0,0,160.9,109,144.2,152,120.4,97,12.9,12,1,0
97,0,0,0,209.2,134,0.0,0,175.4,94,11.8,6,1,0
98,1,0,0,158.4,71,306.6,66,144.2,93,2.1,4,1,0
24,0,0,0,149.0,73,131.0,81,238.6,69,8.6,3,2,1
136,0,0,0,204.5,63,208.8,95,224.0,119,9.8,2,0,0
44,0,0,0,288.8,86,175.9,87,215.4,106,9.5,2,0,1
96,0,1,40,108.6,90,206.4,154,126.3,118,13.4,4,0,0
31,0,0,0,97.5,129,260.4,78,88.7,100,7.0,5,1,0
72,0,0,0,166.5,102,261.0,103,262.7,85,13.3,5,0,0
24,0,0,0,156.2,104,90.0,101,205.1,116,7.3,5,1,0
117,1,0,0,287.4,118,259.6,84,153.2,86,10.0,3,1,1
137,0,1,19,175.3,96,241.3,146,211.4,109,7.8,2,0,0
136,0,0,0,102.1,75,219.5,97,73.7,92,9.8,5,0,0
95,0,0,0,157.9,103,259.6,90,230.0,117,14.0,2,0,0
82,0,1,19,146.5,73,246.4,65,199.0,114,4.1,4,1,0
145,0,0,0,245.8,116,286.7,91,240.7,115,9.0,13,1,1
155,1,0,0,250.8,146,152.5,105,148.1,104,10.0,5,2,0
53,0,0,0,119.7,113,189.7,84,256.2,108,12.9,7,2,0
123,0,0,0,242.2,87,226.1,101,268.6,121,8.2,3,5,1
136,0,0,0,163.4,83,249.3,119,249.7,90,9.8,4,7,0
57,0,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3,0
62,0,0,0,128.7,111,169.5,104,193.6,97,10.3,5,1,0
112,0,0,0,81.6,94,268.1,112,140.8,75,8.6,18,1,0
55,0,1,20,207.7,91,199.7,113,216.5,110,7.3,1,1,0
125,0,0,0,233.3,65,209.8,93,210.6,109,9.1,4,1,0
98,0,1,36,168.0,81,163.2,125,172.7,120,8.0,2,6,1
105,0,0,0,251.6,88,175.1,103,184.4,112,5.4,5,1,0
113,0,1,30,183.8,102,183.4,123,235.0,52,11.6,7,0,0
99,0,0,0,256.4,44,214.5,105,233.7,75,7.9,1,3,1
103,0,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1,0
177,0,0,0,227.8,81,161.8,97,217.0,106,8.0,5,1,0
149,0,1,20,147.8,132,276.8,94,149.9,110,10.2,6,0,0
160,0,0,0,234.9,136,270.8,134,219.3,101,13.9,2,1,1
116,0,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2,0
148,1,0,0,233.5,81,187.7,71,122.3,97,9.6,2,0,1
147,0,1,35,197.3,134,141.1,99,212.1,90,10.1,4,2,1
95,0,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0,0
201,0,0,0,212.7,72,225.2,90,195.1,99,7.0,6,1,0
80,0,0,0,151.5,89,131.7,78,235.3,131,11.8,4,0,0
122,1,0,0,146.3,117,218.7,93,236.0,97,11.5,5,1,0
132,0,0,0,195.1,100,148.8,95,224.5,117,6.7,2,0,0
83,0,0,0,208.9,71,214.8,92,247.9,108,13.0,5,1,0
99,0,0,0,135.7,107,208.4,103,209.0,95,8.8,3,7,1
84,0,0,0,225.9,86,275.6,105,201.4,108,14.3,3,3,1
87,0,0,0,153.3,106,224.5,117,273.4,152,8.9,5,2,0
7,0,0,0,206.7,87,281.1,83,158.5,77,11.0,5,3,0
89,0,1,12,188.0,105,151.3,107,201.9,132,10.5,3,2,0
131,1,0,0,122.3,83,118.8,94,147.9,95,13.7,3,3,1
105,0,0,0,259.3,96,175.2,97,222.4,36,12.0,5,3,0
108,1,0,0,115.1,114,211.3,70,136.1,85,13.8,3,2,1
47,0,1,28,172.9,109,137.6,94,203.8,109,8.3,6,1,0
101,1,0,0,156.4,116,130.4,114,207.3,109,7.3,5,1,0
182,0,1,24,128.1,104,143.4,127,191.0,98,11.6,3,1,0
